TOPICS,PULSARID,PUBLISHEDAT,WEEK_TAG
Chemistry,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Fuel production,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Natural resources,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Chemical substances,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Oils,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Energy,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Energy sources,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Fuel gas,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Economic paleontology,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Chemical energy sources,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Resource extraction,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Fuels,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Hydrocarbons,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Fossil fuels,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Gases,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Geopolitics,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Chemical process engineering,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Non-renewable resources,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Industrial gases,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Natural environment,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Earth's crust,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Resources,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Chemical industry,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Scarcity,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Energy industry,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Natural gas,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Energy technology,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Chemical compounds,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Primary sector of the economy,0_87317_9_20255307704421539,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Asia,0_87317_126_t1_j0bdzbu,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics of China,0_87317_126_t1_j0bdzbu,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Territorial disputes of Vietnam,0_87317_126_t1_j0bdzbu,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Southeast Asia,0_87317_126_t1_j0bdzbu,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Borders of Vietnam,0_87317_126_t1_j0bdzbu,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Vietnam,0_87317_126_t1_j0bdzbu,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International relations,0_87317_126_t1_j0bdzbu,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
China,0_87317_126_t1_j0bdzbu,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics,0_87317_126_t1_j0bdzbu,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Bodies of water of Macau,0_87317_126_t1_j0bdzbu,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Foreign relations of China,0_87317_126_t1_j0bdzbu,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Bodies of water of Brunei,0_87317_126_t1_j0bdzbu,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Foreign policy,0_87317_126_t1_j0bdzbu,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Borders of the Philippines,0_87317_126_t1_j0bdzbu,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Territorial disputes in the South China Sea,0_87317_126_t1_j0bdzbu,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics of Asia,0_87317_126_t1_j0bdzbu,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International security,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
People's Republic of China,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
China,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Causes of war,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International relations,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
East Asia,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Cradle of civilization,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Asia,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Geopolitics,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Global politics,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Geopolitical rivalry,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Socialist states,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Rivalry,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Communist states,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Chinese salami slicing strategy,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Totalitarian states,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Northeast Asia,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
War,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Nation,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Communism,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Political ideologies,0_87317_9_20075844226018799,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Law,0_87317_126_t1_j0b8uhf,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Legal concepts,0_87317_126_t1_j0b8uhf,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Legal writing,0_87317_126_t1_j0b8uhf,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Latin words and phrases,0_87317_126_t1_j0b8uhf,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Jargon,0_87317_126_t1_j0b8uhf,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Legal communication,0_87317_126_t1_j0b8uhf,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Indo-European words and phrases,0_87317_126_t1_j0b8uhf,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Justice,0_87317_126_t1_j0b8uhf,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Naval warfare,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Warfare,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Conflicts,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military aviation,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Naval aviation,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military science,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Warships,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Aircraft carriers,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Naval aviation technology,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military operations,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Navies,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Ships,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
National security,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International security,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
World War II,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Aviation,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Wars,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military forces,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military transport,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
War,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military of the Empire of Japan,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military technology,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Naval ships,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Battles,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military airbases,0_87317_126_t1_j0b8aqd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military,0_87317_22_12371750845523219,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Naval warfare,0_87317_22_12371750845523219,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Warships,0_87317_22_12371750845523219,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Ships,0_87317_22_12371750845523219,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Warfare,0_87317_22_12371750845523219,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Water transport,0_87317_22_12371750845523219,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Shipping,0_87317_22_12371750845523219,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Conflicts,0_87317_22_12371750845523219,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Watercraft,0_87317_22_12371750845523219,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Water transport,0_87317_22_27426030689891683,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military,0_87317_22_27426030689891683,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Naval warfare,0_87317_22_27426030689891683,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Warships,0_87317_22_27426030689891683,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Ships,0_87317_22_27426030689891683,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Warfare,0_87317_22_27426030689891683,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Shipping,0_87317_22_27426030689891683,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Conflicts,0_87317_22_27426030689891683,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Watercraft,0_87317_22_27426030689891683,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics,0_87317_126_t1_j0b5xcd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Political science,0_87317_126_t1_j0b5xcd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Government,0_87317_126_t1_j0b5xcd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Political ideologies,0_87317_126_t1_j0b5xcd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Democracy,0_87317_126_t1_j0b5xcd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Political theories,0_87317_126_t1_j0b5xcd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Forms of government,0_87317_126_t1_j0b5xcd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International relations,0_87317_126_t1_j0b5xcd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Group decision-making,0_87317_126_t1_j0b5xcd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Issues in ethics,0_87317_126_t1_j0b5xcd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Social institutions,0_87317_126_t1_j0b5xcd,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Volcanoes,0_87317_126_t1_j0b5gut,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Volcanism,0_87317_126_t1_j0b5gut,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Volcanology,0_87317_126_t1_j0b5gut,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Physical geography,0_87317_126_t1_j0b5gut,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Geology,0_87317_126_t1_j0b5gut,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Igneous petrology,0_87317_126_t1_j0b5gut,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Geological hazards,0_87317_126_t1_j0b5gut,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Geological processes,0_87317_126_t1_j0b5gut,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Volcanic landforms,0_87317_126_t1_j0b5gut,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Volcanic eruptions,0_87317_126_t1_j0b5gut,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Volcanic events,0_87317_126_t1_j0b5gut,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Natural hazards,0_87317_126_t1_j0b5gut,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Earth sciences,0_87317_126_t1_j0b5gut,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Lithosphere,0_87317_126_t1_j0b5gut,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Volcanic eruption types,0_87317_126_t1_j0b5gut,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Natural disasters,0_87317_126_t1_j0b5gut,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Earth's crust,0_87317_126_t1_j0b5gut,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Petrology,0_87317_126_t1_j0b5gut,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics,0_87317_16_3f1af01d888e9972338ee8d64d3d5c9a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International relations,0_87317_16_3f1af01d888e9972338ee8d64d3d5c9a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Government,0_87317_16_3f1af01d888e9972338ee8d64d3d5c9a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Barack Obama,0_87317_16_3f1af01d888e9972338ee8d64d3d5c9a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Taiwan,0_87317_16_3f1af01d888e9972338ee8d64d3d5c9a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Joe Biden,0_87317_16_3f1af01d888e9972338ee8d64d3d5c9a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Russia,0_87317_16_3f1af01d888e9972338ee8d64d3d5c9a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
2022 Russian invasion of Ukraine,0_87317_16_3f1af01d888e9972338ee8d64d3d5c9a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
China–United States relations,0_87317_16_3f1af01d888e9972338ee8d64d3d5c9a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Ukraine,0_87317_16_3f1af01d888e9972338ee8d64d3d5c9a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
China,0_87317_16_3f1af01d888e9972338ee8d64d3d5c9a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
United States,0_87317_16_3f1af01d888e9972338ee8d64d3d5c9a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Antony Blinken,0_87317_16_3f1af01d888e9972338ee8d64d3d5c9a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Donald Trump,0_87317_16_3f1af01d888e9972338ee8d64d3d5c9a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Global politics,0_87317_16_3f1af01d888e9972338ee8d64d3d5c9a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Donetsk People's Republic,0_87317_16_3f1af01d888e9972338ee8d64d3d5c9a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
NATO,0_87317_16_3f1af01d888e9972338ee8d64d3d5c9a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Military science,0_87317_16_3f1af01d888e9972338ee8d64d3d5c9a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
United States Congress,0_87317_16_3f1af01d888e9972338ee8d64d3d5c9a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International security,0_87317_16_3f1af01d888e9972338ee8d64d3d5c9a,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Technology,0_87317_126_t1_j0b1ew2,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Information science,0_87317_126_t1_j0b1ew2,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Information management,0_87317_126_t1_j0b1ew2,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Data management,0_87317_126_t1_j0b1ew2,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Data,0_87317_126_t1_j0b1ew2,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Information retrieval,0_87317_126_t1_j0b1ew2,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Information technology management,0_87317_126_t1_j0b1ew2,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Computer data,0_87317_126_t1_j0b1ew2,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Information technology,0_87317_126_t1_j0b1ew2,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Computing,0_87317_126_t1_j0b1ew2,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Information Age,0_87317_126_t1_j0b1ew2,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Accountability,0_87317_126_t1_j0b1ew2,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Digital media,0_87317_126_t1_j0b1ew2,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Information and communications technology,0_87317_126_t1_j0b1ew2,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Hydrography,0_87317_16_0bb08c25fe4f8e99c939033a70507183,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Coastal and oceanic landforms,0_87317_16_0bb08c25fe4f8e99c939033a70507183,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Coastal geography,0_87317_16_0bb08c25fe4f8e99c939033a70507183,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Oceanography,0_87317_16_0bb08c25fe4f8e99c939033a70507183,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Physical geography,0_87317_16_0bb08c25fe4f8e99c939033a70507183,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Earth sciences,0_87317_16_0bb08c25fe4f8e99c939033a70507183,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
South China Sea,0_87317_16_0bb08c25fe4f8e99c939033a70507183,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Dredging,0_87317_16_0bb08c25fe4f8e99c939033a70507183,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Spratly Islands,0_87317_16_0bb08c25fe4f8e99c939033a70507183,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Water,0_87317_16_0bb08c25fe4f8e99c939033a70507183,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Hydrology,0_87317_16_0bb08c25fe4f8e99c939033a70507183,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Land reclamation,0_87317_16_0bb08c25fe4f8e99c939033a70507183,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Bodies of water,0_87317_16_0bb08c25fe4f8e99c939033a70507183,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Water transport,0_87317_16_0bb08c25fe4f8e99c939033a70507183,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
China,0_87317_16_0bb08c25fe4f8e99c939033a70507183,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Vietnam,0_87317_16_0bb08c25fe4f8e99c939033a70507183,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
International relations,0_87317_16_0bb08c25fe4f8e99c939033a70507183,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
"Bentley, Western Australia",0_87317_26_5706337292784713,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Curtin University,0_87317_26_5706337292784713,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Australian Technology Network,0_87317_26_5706337292784713,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
People from Perth,0_87317_26_5706337292784713,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Australian vocational education and training providers,0_87317_26_5706337292784713,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Kuching,0_87317_26_5706337292784713,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Australian tertiary institutions,0_87317_26_5706337292784713,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Universities,0_87317_26_5706337292784713,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Sarawak,0_87317_26_5706337292784713,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Universities and colleges,0_87317_26_5706337292784713,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Politics,0_87317_126_t1_j0awyya,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
South China Sea,0_87317_16_07ef84395b9c448ea65388dc444ddb75,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Southeast Asia,0_87317_16_07ef84395b9c448ea65388dc444ddb75,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
European Union,0_87317_16_07ef84395b9c448ea65388dc444ddb75,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
Malaysia,0_87317_16_07ef84395b9c448ea65388dc444ddb75,2022-12-15,from 2022-12-14T00:00:00Z to 2022-12-14T03:54:59Z
